23.0, 67.7
23.0, 67.2
23.0, 67.1
23.1, 66.7
23.1, 66.4
23.1, 65.8
23.2, 65.6
23.2, 65.3
23.2, 65.1
23.2, 64.9
23.2, 65.0
23.2, 65.2
23.3, 65.4
23.3, 65.0
23.3, 65.4
23.3, 65.3
23.4, 65.1
24.6, 99.9
26.5, 99.9
25.5, 99.9
25.6, 99.9
26.8, 99.9
26.2, 99.9
25.5, 99.9
25.2, 99.9
25.0, 99.9
24.8, 99.9
24.7, 99.9
24.6, 99.9
